create table DECISIONINFO (
	DECISION_ID INT,
	USER_ID INT,
	DATE_CREATED VARCHAR2(10),
	WINNER VARCHAR2(1),
	WIN_PERCENT INT,
	COMPLETE VARCHAR2(5),
	PRIVACY VARCHAR2(7),
	STAR INT
);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (1, 69, '12/18/2017', 'A', 50, 'FALSE', 'PRIVATE', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (374, 85, '6/9/2017', 'B', 50, 'TRUE', 'PUBLIC', 33);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (375, 5, '7/12/2018', 'A', 27, 'TRUE', 'PRIVATE', 8);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (376, 53, '7/19/2018', 'B', 14, 'TRUE', 'PRIVATE', 19);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (377, 25, '4/3/2018', 'A', 22, 'FALSE', 'PRIVATE', 6);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (378, 32, '3/10/2016', 'A', 84, 'TRUE', 'PUBLIC', 20);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (379, 72, '6/20/2017', 'A', 18, 'TRUE', 'PUBLIC', 14);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (380, 77, '9/19/2017', 'B', 75, 'TRUE', 'PRIVATE', 12);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (381, 76, '6/5/2017', 'B', 91, 'TRUE', 'PUBLIC', 40);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (382, 12, '9/23/2016', 'B', 57, 'FALSE', 'PRIVATE', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (383, 45, '8/26/2015', 'B', 41, 'FALSE', 'PUBLIC', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (384, 29, '2/26/2017', 'A', 46, 'FALSE', 'PUBLIC', 22);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (385, 54, '12/14/2016', 'B', 53, 'TRUE', 'PRIVATE', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (386, 41, '11/11/2017', 'B', 50, 'TRUE', 'PRIVATE', 40);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (387, 40, '1/15/2018', 'B', 24, 'TRUE', 'PUBLIC', 15);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (388, 92, '12/19/2016', 'A', 72, 'FALSE', 'PRIVATE', 14);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (389, 95, '11/26/2015', 'B', 81, 'FALSE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (390, 64, '2/17/2018', 'B', 11, 'FALSE', 'PUBLIC', 14);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (391, 18, '8/21/2016', 'B', 2, 'FALSE', 'PUBLIC', 23);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (392, 22, '2/21/2018', 'A', 39, 'FALSE', 'PRIVATE', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (393, 42, '6/19/2016', 'B', 13, 'TRUE', 'PRIVATE', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (394, 99, '1/12/2017', 'A', 81, 'FALSE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (395, 39, '12/17/2016', 'B', 41, 'TRUE', 'PUBLIC', 16);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (396, 30, '12/4/2015', 'B', 74, 'TRUE', 'PRIVATE', 43);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (397, 44, '8/14/2016', 'B', 61, 'FALSE', 'PUBLIC', 12);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (398, 19, '11/24/2015', 'B', 83, 'FALSE', 'PRIVATE', 19);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (399, 28, '4/8/2018', 'B', 33, 'TRUE', 'PRIVATE', 28);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (400, 25, '10/1/2017', 'B', 34, 'TRUE', 'PUBLIC', 12);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (401, 29, '12/25/2016', 'A', 6, 'FALSE', 'PRIVATE', 12);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (402, 60, '7/9/2018', 'A', 73, 'FALSE', 'PRIVATE', 12);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (403, 24, '4/20/2018', 'B', 71, 'TRUE', 'PRIVATE', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (404, 26, '3/4/2017', 'B', 24, 'TRUE', 'PUBLIC', 28);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (405, 47, '1/21/2018', 'A', 63, 'TRUE', 'PUBLIC', 15);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (406, 11, '12/28/2015', 'B', 78, 'TRUE', 'PRIVATE', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (407, 54, '9/10/2017', 'A', 80, 'FALSE', 'PRIVATE', 3);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (408, 65, '7/14/2018', 'B', 67, 'TRUE', 'PUBLIC', 38);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (409, 6, '12/14/2015', 'A', 56, 'FALSE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (410, 70, '4/14/2017', 'B', 41, 'TRUE', 'PUBLIC', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (411, 26, '11/25/2016', 'A', 77, 'FALSE', 'PRIVATE', 0);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (412, 7, '7/29/2018', 'B', 13, 'FALSE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (413, 18, '11/29/2017', 'A', 26, 'FALSE', 'PRIVATE', 38);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (414, 48, '8/15/2017', 'B', 95, 'TRUE', 'PUBLIC', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (415, 31, '8/29/2015', 'B', 34, 'FALSE', 'PRIVATE', 49);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (416, 31, '7/4/2018', 'B', 54, 'TRUE', 'PUBLIC', 9);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (417, 29, '8/31/2016', 'A', 40, 'TRUE', 'PRIVATE', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (418, 20, '7/30/2017', 'B', 67, 'TRUE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (419, 22, '11/21/2017', 'A', 10, 'TRUE', 'PUBLIC', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (420, 31, '12/9/2017', 'B', 44, 'TRUE', 'PUBLIC', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (421, 21, '2/2/2017', 'B', 8, 'FALSE', 'PUBLIC', 39);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (422, 57, '11/29/2017', 'B', 19, 'TRUE', 'PRIVATE', 23);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (423, 52, '12/15/2017', 'B', 64, 'TRUE', 'PRIVATE', 8);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (424, 88, '11/3/2016', 'B', 27, 'FALSE', 'PRIVATE', 46);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (425, 85, '2/26/2018', 'B', 41, 'FALSE', 'PUBLIC', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (426, 81, '6/19/2017', 'B', 70, 'FALSE', 'PUBLIC', 20);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (427, 84, '5/7/2017', 'B', 76, 'TRUE', 'PUBLIC', 21);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (428, 77, '6/8/2017', 'A', 21, 'FALSE', 'PUBLIC', 9);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (429, 45, '8/25/2015', 'B', 90, 'FALSE', 'PUBLIC', 14);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (430, 50, '2/16/2017', 'B', 44, 'FALSE', 'PUBLIC', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (431, 90, '10/15/2016', 'B', 39, 'FALSE', 'PUBLIC', 28);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (432, 77, '2/19/2016', 'B', 1, 'TRUE', 'PUBLIC', 10);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (433, 88, '7/19/2018', 'B', 11, 'TRUE', 'PRIVATE', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (434, 98, '3/2/2016', 'A', 65, 'TRUE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (435, 8, '2/2/2017', 'A', 71, 'FALSE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (436, 59, '4/14/2017', 'A', 88, 'TRUE', 'PRIVATE', 38);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (437, 81, '10/16/2016', 'B', 27, 'TRUE', 'PRIVATE', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (438, 11, '7/18/2018', 'B', 40, 'FALSE', 'PRIVATE', 5);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (439, 18, '9/15/2016', 'A', 62, 'FALSE', 'PUBLIC', 36);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (440, 8, '7/10/2016', 'B', 37, 'TRUE', 'PRIVATE', 32);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (441, 98, '12/9/2017', 'B', 20, 'FALSE', 'PRIVATE', 0);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (442, 82, '8/18/2017', 'A', 84, 'FALSE', 'PRIVATE', 36);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (443, 62, '7/20/2017', 'A', 84, 'FALSE', 'PRIVATE', 2);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (444, 68, '6/24/2018', 'B', 40, 'TRUE', 'PUBLIC', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (445, 8, '11/20/2015', 'B', 94, 'TRUE', 'PUBLIC', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (446, 51, '11/28/2016', 'B', 19, 'FALSE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (447, 75, '3/11/2017', 'B', 26, 'FALSE', 'PUBLIC', 16);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (448, 37, '8/24/2017', 'B', 17, 'TRUE', 'PUBLIC', 40);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (449, 53, '11/9/2017', 'B', 8, 'TRUE', 'PRIVATE', 5);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (450, 94, '10/15/2017', 'A', 77, 'TRUE', 'PUBLIC', 21);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (451, 93, '4/30/2017', 'B', 47, 'TRUE', 'PUBLIC', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (452, 71, '1/19/2016', 'B', 69, 'FALSE', 'PRIVATE', 2);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (453, 12, '12/20/2016', 'A', 32, 'TRUE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (454, 97, '2/4/2017', 'A', 23, 'FALSE', 'PRIVATE', 41);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (455, 77, '8/16/2015', 'B', 10, 'TRUE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (456, 53, '5/31/2017', 'A', 1, 'FALSE', 'PUBLIC', 11);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (457, 6, '10/9/2015', 'A', 42, 'FALSE', 'PRIVATE', 42);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (458, 15, '2/10/2018', 'A', 28, 'FALSE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (459, 50, '2/10/2018', 'A', 91, 'FALSE', 'PUBLIC', 13);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (460, 17, '1/31/2017', 'A', 47, 'FALSE', 'PUBLIC', 11);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (461, 93, '7/9/2018', 'B', 67, 'TRUE', 'PRIVATE', 18);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (462, 99, '12/15/2015', 'A', 70, 'TRUE', 'PRIVATE', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (463, 18, '1/21/2017', 'B', 35, 'FALSE', 'PRIVATE', 33);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (464, 21, '4/19/2017', 'A', 53, 'TRUE', 'PRIVATE', 9);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (465, 16, '7/19/2016', 'A', 7, 'TRUE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (466, 95, '4/10/2018', 'A', 84, 'FALSE', 'PRIVATE', 39);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (467, 79, '10/26/2015', 'B', 90, 'FALSE', 'PUBLIC', 28);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (468, 17, '8/8/2016', 'A', 79, 'TRUE', 'PUBLIC', 23);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (469, 90, '10/29/2015', 'B', 34, 'TRUE', 'PUBLIC', 49);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (470, 72, '10/27/2016', 'B', 19, 'FALSE', 'PUBLIC', 39);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (471, 34, '7/28/2017', 'B', 51, 'FALSE', 'PRIVATE', 3);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (472, 56, '12/20/2015', 'B', 74, 'TRUE', 'PUBLIC', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (473, 24, '7/30/2018', 'B', 37, 'FALSE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (474, 92, '12/27/2015', 'B', 9, 'FALSE', 'PUBLIC', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (475, 14, '11/4/2016', 'B', 74, 'TRUE', 'PRIVATE', 8);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (476, 1, '8/18/2015', 'A', 52, 'FALSE', 'PRIVATE', 11);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (477, 86, '11/22/2017', 'B', 36, 'TRUE', 'PUBLIC', 2);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (478, 72, '2/17/2017', 'A', 53, 'TRUE', 'PRIVATE', 10);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (479, 71, '2/24/2018', 'A', 90, 'TRUE', 'PRIVATE', 28);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (480, 47, '2/17/2016', 'A', 39, 'TRUE', 'PRIVATE', 43);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (481, 98, '12/9/2015', 'A', 66, 'FALSE', 'PUBLIC', 23);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (482, 26, '1/26/2016', 'B', 26, 'TRUE', 'PUBLIC', 34);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (483, 53, '11/29/2016', 'A', 88, 'FALSE', 'PRIVATE', 9);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (484, 96, '1/30/2018', 'A', 90, 'TRUE', 'PRIVATE', 9);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (485, 10, '9/30/2016', 'B', 14, 'TRUE', 'PUBLIC', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (486, 57, '10/18/2016', 'B', 76, 'FALSE', 'PUBLIC', 49);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (487, 53, '11/23/2016', 'B', 50, 'TRUE', 'PRIVATE', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (488, 41, '11/12/2017', 'A', 15, 'TRUE', 'PRIVATE', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (489, 95, '2/8/2018', 'B', 81, 'TRUE', 'PUBLIC', 38);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (490, 27, '5/25/2018', 'B', 38, 'FALSE', 'PRIVATE', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (491, 3, '11/16/2015', 'B', 95, 'FALSE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (492, 35, '1/7/2016', 'A', 26, 'FALSE', 'PUBLIC', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (493, 73, '5/28/2018', 'A', 6, 'FALSE', 'PRIVATE', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (494, 70, '12/6/2017', 'A', 80, 'TRUE', 'PUBLIC', 36);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (495, 38, '10/1/2016', 'B', 24, 'FALSE', 'PUBLIC', 39);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (496, 80, '1/10/2016', 'A', 70, 'TRUE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (497, 51, '3/4/2016', 'B', 78, 'FALSE', 'PRIVATE', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (498, 19, '3/11/2017', 'B', 3, 'FALSE', 'PRIVATE', 46);
